pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
90,14,250,1,40,
90,14,333,1,13,
90,14,334,1,49,
90,14,362,1,44,
90,14,420,1,28,
90,14,504,1,56,
90,14,534,1,32,
91,14,48,1,1,3
91,14,62,1,1,5
91,14,110,1,1,2
91,14,131,1,13,
91,14,182,1,1,4
91,14,191,1,28,
91,14,390,1,1,1
91,14,556,1,52,
92,14,95,1,1,1
92,14,101,1,15,
92,14,109,1,19,
92,14,122,1,1,2
92,14,138,1,33,
92,14,171,1,47,
92,14,174,1,12,
92,14,180,1,5,
92,14,194,1,40,
92,14,212,1,8,
92,14,247,1,29,
92,14,371,1,26,
92,14,389,1,22,
92,14,399,1,36,
92,14,506,1,43,
93,14,95,1,1,1
93,14,101,1,15,
93,14,109,1,19,
93,14,122,1,1,2
93,14,138,1,39,
93,14,171,1,61,
93,14,174,1,12,
93,14,180,1,1,3
93,14,180,1,5,
93,14,194,1,50,
93,14,212,1,8,
93,14,247,1,33,
93,14,325,1,25,
93,14,371,1,28,
93,14,389,1,22,
93,14,399,1,44,
93,14,506,1,55,
94,14,95,1,1,1
94,14,101,1,15,
94,14,109,1,19,
94,14,122,1,1,2
94,14,138,1,39,
94,14,171,1,61,
94,14,174,1,12,
94,14,180,1,1,3
94,14,180,1,5,
94,14,194,1,50,
94,14,212,1,8,
94,14,247,1,33,
94,14,325,1,25,
94,14,371,1,28,
94,14,389,1,22,
94,14,399,1,44,
94,14,506,1,55,
95,14,20,1,1,4
95,14,21,1,28,
95,14,33,1,1,2
95,14,38,1,49,
95,14,88,1,7,
95,14,91,1,43,
95,14,99,1,10,
95,14,103,1,31,
95,14,106,1,1,3
95,14,157,1,34,
95,14,174,1,4,
95,14,201,1,52,
95,14,225,1,25,
95,14,231,1,40,
95,14,300,1,1,1
95,14,317,1,13,
95,14,328,1,37,
95,14,397,1,19,
95,14,444,1,46,
95,14,446,1,16,
95,14,479,1,22,
96,14,1,1,1,1
96,14,29,1,13,
96,14,29,1,29,
96,14,50,1,5,
96,14,60,1,25,
96,14,93,1,9,
96,14,94,1,49,
96,14,95,1,1,2
96,14,96,1,21,
96,14,139,1,17,
96,14,207,1,45,
96,14,244,1,33,
96,14,248,1,61,
96,14,417,1,53,
96,14,428,1,41,
96,14,473,1,57,
96,14,485,1,37,
97,14,1,1,1,3
97,14,29,1,13,
97,14,29,1,29,
97,14,50,1,1,5
97,14,50,1,5,
97,14,60,1,25,
97,14,93,1,1,6
97,14,93,1,9,
97,14,94,1,49,
97,14,95,1,1,4
97,14,96,1,21,
97,14,139,1,17,
97,14,171,1,1,1
97,14,207,1,45,
97,14,244,1,33,
97,14,248,1,61,
97,14,415,1,1,2
97,14,417,1,53,
97,14,428,1,41,
97,14,473,1,57,
97,14,485,1,37,
98,14,21,1,35,
98,14,23,1,25,
98,14,43,1,9,
98,14,61,1,15,
98,14,106,1,11,
98,14,145,1,1,2
98,14,152,1,41,
98,14,175,1,45,
98,14,182,1,29,
98,14,232,1,21,
98,14,300,1,1,1
98,14,341,1,19,
98,14,362,1,39,
99,14,21,1,44,
99,14,23,1,25,
99,14,43,1,1,5
99,14,43,1,9,
99,14,61,1,15,
99,14,106,1,11,
99,14,145,1,1,3
99,14,152,1,56,
99,14,175,1,63,
99,14,182,1,32,
99,14,232,1,21,
99,14,300,1,1,2
99,14,341,1,19,
99,14,362,1,51,
99,14,469,1,1,1
100,14,33,1,5,
100,14,49,1,8,
100,14,103,1,19,
100,14,113,1,26,
100,14,120,1,33,
100,14,129,1,36,
100,14,153,1,47,
100,14,205,1,15,
100,14,209,1,12,
100,14,243,1,50,
100,14,268,1,1,
100,14,360,1,43,
100,14,393,1,40,
100,14,451,1,22,
100,14,486,1,29,
101,14,33,1,1,2
101,14,33,1,5,
101,14,49,1,1,3
101,14,49,1,8,
101,14,103,1,19,
101,14,113,1,26,
101,14,120,1,35,
101,14,129,1,40,
101,14,153,1,57,
101,14,205,1,15,
101,14,209,1,1,4
101,14,209,1,12,
101,14,243,1,62,
101,14,268,1,1,1
101,14,360,1,51,
101,14,393,1,46,
101,14,451,1,22,
101,14,486,1,29,
102,14,73,1,11,
102,14,76,1,43,
102,14,77,1,21,
102,14,78,1,19,
102,14,79,1,23,
102,14,93,1,27,
102,14,95,1,1,3
102,14,115,1,7,
102,14,140,1,1,1
102,14,253,1,1,2
102,14,326,1,47,
102,14,331,1,17,
102,14,363,1,37,
102,14,388,1,33,
102,14,516,1,53,
103,14,23,1,1,5
103,14,93,1,1,4
103,14,95,1,1,3
103,14,121,1,27,
103,14,140,1,1,2
103,14,402,1,1,1
103,14,437,1,47,
103,14,452,1,37,
103,14,473,1,17,
104,14,29,1,11,
104,14,37,1,31,
104,14,38,1,43,
104,14,39,1,3,
104,14,43,1,13,
104,14,45,1,1,
104,14,99,1,23,
104,14,116,1,17,
104,14,125,1,7,
104,14,155,1,21,
104,14,198,1,37,
104,14,206,1,27,
104,14,283,1,41,
104,14,374,1,33,
104,14,514,1,47,
105,14,29,1,1,4
105,14,29,1,11,
105,14,37,1,33,
105,14,38,1,53,
105,14,39,1,1,2
105,14,39,1,3,
105,14,43,1,13,
105,14,45,1,1,1
105,14,99,1,23,
105,14,116,1,17,
105,14,125,1,1,3
105,14,125,1,7,
105,14,155,1,21,
105,14,198,1,43,
105,14,206,1,27,
105,14,283,1,49,
105,14,374,1,37,
105,14,514,1,59,
106,14,24,1,1,2
106,14,25,1,53,
106,14,26,1,13,
106,14,27,1,9,
106,14,96,1,5,
106,14,116,1,21,
106,14,136,1,29,
106,14,170,1,33,
106,14,179,1,61,
106,14,193,1,37,
106,14,203,1,49,
106,14,279,1,1,1
106,14,280,1,17,
106,14,299,1,45,
106,14,364,1,25,
106,14,370,1,57,
106,14,469,1,41,
107,14,4,1,1,2
107,14,5,1,46,
107,14,7,1,36,3
107,14,8,1,36,2
107,14,9,1,36,1
107,14,68,1,61,
107,14,97,1,6,
107,14,183,1,16,1
107,14,197,1,51,
107,14,228,1,11,
107,14,264,1,56,
107,14,279,1,1,1
107,14,327,1,41,
107,14,364,1,21,
107,14,370,1,66,
107,14,410,1,26,
107,14,418,1,16,2
107,14,501,1,31,
108,14,21,1,29,
108,14,23,1,21,
108,14,35,1,17,
108,14,48,1,5,
108,14,50,1,25,
108,14,103,1,49,
108,14,111,1,9,
108,14,122,1,1,
108,14,205,1,33,
108,14,282,1,13,
108,14,287,1,45,
108,14,378,1,57,
108,14,382,1,41,
108,14,438,1,53,
108,14,498,1,37,
109,14,33,1,1,2
109,14,108,1,7,
109,14,114,1,26,
109,14,120,1,23,
109,14,123,1,4,
109,14,124,1,18,
109,14,139,1,1,1
109,14,153,1,37,
109,14,188,1,34,
109,14,194,1,40,
109,14,262,1,45,
109,14,360,1,29,
109,14,372,1,12,
109,14,499,1,15,
110,14,33,1,1,2
110,14,108,1,1,4
110,14,108,1,7,
110,14,114,1,26,
110,14,120,1,23,
110,14,123,1,1,3
110,14,123,1,4,
110,14,124,1,18,
110,14,139,1,1,1
110,14,153,1,40,
110,14,188,1,34,
110,14,194,1,46,
110,14,262,1,54,
110,14,372,1,12,
110,14,458,1,29,
110,14,499,1,15,
111,14,23,1,8,
111,14,30,1,1,1
111,14,31,1,12,
111,14,32,1,63,
111,14,36,1,41,
111,14,39,1,1,2
111,14,89,1,56,
111,14,184,1,19,
111,14,224,1,67,
111,14,350,1,23,
111,14,444,1,52,
111,14,498,1,34,
111,14,523,1,30,
111,14,529,1,45,
112,14,23,1,1,3
112,14,23,1,9,
112,14,30,1,1,1
112,14,31,1,1,4
112,14,31,1,12,
112,14,32,1,71,
112,14,36,1,41,
112,14,39,1,1,2
112,14,89,1,62,
112,14,184,1,19,
112,14,224,1,77,
112,14,350,1,23,
112,14,359,1,42,
112,14,444,1,56,
112,14,498,1,34,
112,14,523,1,30,
112,14,529,1,47,
113,14,1,1,1,2
113,14,3,1,12,
113,14,36,1,27,
113,14,38,1,54,
113,14,39,1,5,
113,14,45,1,1,3
113,14,47,1,31,
113,14,107,1,23,
113,14,111,1,1,1
113,14,113,1,46,
113,14,121,1,42,
113,14,135,1,16,
113,14,287,1,9,
113,14,361,1,50,
113,14,374,1,34,
113,14,505,1,38,
113,14,516,1,20,
114,14,20,1,17,
114,14,21,1,43,
114,14,22,1,7,
114,14,71,1,10,
114,14,72,1,23,
114,14,74,1,20,
114,14,77,1,14,
114,14,78,1,30,
114,14,79,1,4,
114,14,132,1,1,2
114,14,202,1,36,
114,14,246,1,40,
114,14,275,1,1,1
114,14,282,1,27,
114,14,321,1,46,
114,14,363,1,33,
114,14,378,1,49,
114,14,438,1,53,
115,14,4,1,1,1
115,14,5,1,25,
115,14,39,1,10,
115,14,43,1,1,2
115,14,44,1,13,
115,14,99,1,22,
115,14,146,1,34,
115,14,179,1,55,
115,14,200,1,46,
115,14,203,1,43,
115,14,242,1,37,
115,14,252,1,7,
115,14,389,1,49,
115,14,458,1,19,
115,14,498,1,31,
116,14,43,1,8,
116,14,55,1,11,
116,14,56,1,35,
116,14,61,1,18,
116,14,97,1,23,
116,14,108,1,4,
116,14,116,1,14,
116,14,145,1,1,
116,14,239,1,26,
116,14,349,1,38,
116,14,362,1,30,
116,14,406,1,42,
117,14,43,1,1,3
117,14,43,1,8,
117,14,55,1,1,4
117,14,55,1,11,
117,14,56,1,40,
117,14,61,1,18,
117,14,97,1,23,
117,14,108,1,1,2
117,14,108,1,4,
117,14,116,1,14,
117,14,145,1,1,1
117,14,239,1,26,
117,14,349,1,48,
117,14,362,1,30,
117,14,406,1,57,
118,14,30,1,11,
118,14,31,1,31,
118,14,32,1,41,
118,14,39,1,1,2
118,14,48,1,7,
118,14,64,1,1,1
118,14,97,1,47,
118,14,127,1,37,
118,14,175,1,21,
118,14,224,1,57,
118,14,346,1,1,3
118,14,352,1,17,
118,14,392,1,27,
118,14,487,1,51,
119,14,30,1,11,
119,14,31,1,31,
119,14,32,1,47,
119,14,39,1,1,3
119,14,48,1,1,5
119,14,48,1,7,
119,14,64,1,1,2
119,14,97,1,56,
119,14,127,1,40,
119,14,175,1,21,
119,14,224,1,72,
119,14,346,1,1,4
119,14,352,1,17,
119,14,392,1,27,
119,14,398,1,1,1
119,14,487,1,63,
120,14,33,1,1,1
120,14,55,1,6,
120,14,56,1,52,
120,14,61,1,22,
120,14,105,1,12,
120,14,106,1,1,2
120,14,107,1,25,
120,14,113,1,33,
120,14,129,1,18,
120,14,229,1,10,
120,14,293,1,15,
120,14,322,1,48,
120,14,360,1,30,
120,14,362,1,36,
120,14,408,1,43,
120,14,513,1,40,
121,14,55,1,1,1
121,14,105,1,1,3
121,14,109,1,22,
121,14,129,1,1,4
121,14,229,1,1,2
122,14,3,1,11,
122,14,60,1,25,
122,14,93,1,1,7
122,14,94,1,39,
122,14,96,1,8,
122,14,102,1,15,1
122,14,112,1,1,6
122,14,113,1,22,1
122,14,115,1,22,2
122,14,149,1,15,2
122,14,164,1,29,
122,14,219,1,50,
122,14,226,1,46,
122,14,227,1,18,
122,14,271,1,36,
122,14,272,1,43,
122,14,278,1,32,
122,14,345,1,1,1
122,14,383,1,4,
122,14,384,1,1,4
122,14,385,1,1,5
122,14,469,1,1,3
122,14,501,1,1,2
123,14,13,1,33,
123,14,14,1,57,
123,14,17,1,21,
123,14,43,1,1,3
123,14,97,1,17,
123,14,98,1,1,2
123,14,104,1,37,
123,14,116,1,5,
123,14,163,1,29,
123,14,206,1,13,
123,14,210,1,25,
123,14,228,1,9,
123,14,364,1,61,
123,14,400,1,45,
123,14,403,1,53,
123,14,404,1,41,
123,14,410,1,1,1
123,14,458,1,49,
124,14,1,1,1,1
124,14,3,1,15,
124,14,8,1,18,
124,14,34,1,44,
124,14,59,1,60,
124,14,122,1,1,2
124,14,122,1,5,
124,14,142,1,1,3
124,14,142,1,8,
124,14,181,1,1,4
124,14,181,1,11,
124,14,195,1,55,
124,14,212,1,25,
124,14,313,1,28,
124,14,358,1,33,
124,14,378,1,49,
124,14,419,1,39,
124,14,531,1,21,
125,14,9,1,29,
125,14,43,1,1,2
125,14,67,1,8,
125,14,84,1,1,3
125,14,84,1,5,
125,14,85,1,49,
125,14,86,1,19,
125,14,87,1,55,
125,14,98,1,1,1
125,14,103,1,42,
125,14,113,1,26,
125,14,129,1,12,
125,14,351,1,15,
125,14,435,1,36,
125,14,486,1,22,
126,14,7,1,29,
126,14,43,1,1,2
126,14,52,1,1,3
126,14,52,1,5,
126,14,53,1,49,
126,14,83,1,15,
126,14,108,1,8,
126,14,109,1,26,
126,14,123,1,1,1
126,14,126,1,55,
126,14,185,1,12,
126,14,241,1,42,
126,14,436,1,36,
126,14,481,1,22,
126,14,499,1,19,
127,14,14,1,40,
127,14,20,1,4,
127,14,37,1,36,
127,14,66,1,26,
127,14,69,1,8,
127,14,106,1,11,
127,14,116,1,1,2
127,14,233,1,22,
127,14,276,1,43,
127,14,279,1,15,
127,14,280,1,18,
127,14,404,1,29,
127,14,480,1,33,
128,14,30,1,8,
128,14,33,1,1,
128,14,36,1,41,
128,14,37,1,55,
128,14,39,1,3,
128,14,99,1,5,
128,14,156,1,19,
128,14,184,1,11,
128,14,207,1,48,
128,14,228,1,15,
128,14,371,1,24,
128,14,416,1,63,
128,14,428,1,35,
128,14,526,1,29,
129,14,33,1,15,
129,14,150,1,1,
129,14,175,1,30,
130,14,37,1,1,
130,14,43,1,26,
130,14,44,1,20,
130,14,56,1,41,
130,14,63,1,47,
130,14,82,1,23,
130,14,239,1,29,
130,14,240,1,38,
130,14,349,1,44,
130,14,401,1,35,
130,14,423,1,32,
131,14,34,1,18,
131,14,45,1,1,2
131,14,47,1,1,1
131,14,54,1,4,
131,14,55,1,1,3
131,14,56,1,49,
131,14,58,1,32,
131,14,109,1,7,
131,14,195,1,27,
131,14,219,1,43,
131,14,240,1,22,
131,14,329,1,55,
131,14,352,1,14,
131,14,362,1,37,
131,14,420,1,10,
132,14,144,1,1,
133,14,28,1,5,
133,14,33,1,1,2
133,14,36,1,25,
133,14,38,1,37,
133,14,39,1,1,3
133,14,44,1,17,
133,14,45,1,9,
133,14,98,1,13,
133,14,204,1,29,
133,14,226,1,33,
133,14,270,1,1,1
133,14,343,1,21,
133,14,376,1,45,
133,14,387,1,41,
134,14,28,1,5,
134,14,33,1,1,2
134,14,39,1,1,3
134,14,55,1,9,
134,14,56,1,45,
134,14,62,1,21,
134,14,98,1,13,
134,14,114,1,33,
134,14,151,1,29,
134,14,270,1,1,1
134,14,330,1,37,
134,14,352,1,17,
134,14,387,1,41,
134,14,392,1,25,
135,14,24,1,17,
135,14,28,1,5,
135,14,33,1,1,2
135,14,39,1,1,3
135,14,42,1,25,
135,14,84,1,9,
135,14,86,1,33,
135,14,87,1,45,
135,14,97,1,29,
135,14,98,1,13,
135,14,270,1,1,1
135,14,387,1,41,
135,14,422,1,21,
135,14,435,1,37,
136,14,28,1,5,
136,14,33,1,1,2
136,14,39,1,1,3
136,14,44,1,17,
136,14,52,1,9,
136,14,83,1,25,
136,14,98,1,13,
136,14,123,1,33,
136,14,126,1,45,
136,14,184,1,29,
136,14,270,1,1,1
136,14,387,1,41,
136,14,424,1,21,
136,14,436,1,37,
137,14,33,1,1,2
137,14,60,1,7,
137,14,97,1,12,
137,14,105,1,18,
137,14,159,1,1,4
137,14,160,1,1,3
137,14,161,1,51,
137,14,176,1,1,1
137,14,192,1,62,
137,14,199,1,45,
137,14,277,1,56,
137,14,278,1,34,
137,14,324,1,29,
137,14,393,1,23,
137,14,435,1,40,
138,14,43,1,19,
138,14,44,1,7,
138,14,55,1,10,
138,14,56,1,55,
138,14,110,1,1,2
138,14,132,1,1,1
138,14,182,1,34,
138,14,205,1,16,
138,14,246,1,37,
138,14,321,1,43,
138,14,341,1,25,
138,14,350,1,46,
138,14,362,1,28,
138,14,504,1,52,
139,14,43,1,19,
139,14,44,1,1,3
139,14,44,1,7,
139,14,55,1,10,
139,14,56,1,75,
139,14,110,1,1,2
139,14,131,1,40,
139,14,132,1,1,1
139,14,182,1,34,
139,14,205,1,16,
139,14,246,1,37,
139,14,321,1,48,
139,14,341,1,25,
139,14,350,1,56,
139,14,362,1,28,
139,14,504,1,67,
140,14,28,1,21,
140,14,43,1,11,
140,14,71,1,6,
140,14,72,1,36,
140,14,106,1,1,2
140,14,203,1,26,
140,14,246,1,46,
140,14,319,1,41,
140,14,341,1,16,
140,14,378,1,51,
140,14,453,1,31,
141,14,28,1,21,
141,14,43,1,1,5
141,14,43,1,11,
141,14,71,1,1,4
141,14,71,1,6,
141,14,72,1,36,
141,14,106,1,1,3
141,14,163,1,40,
141,14,203,1,26,
141,14,246,1,54,
141,14,319,1,45,
141,14,341,1,16,
141,14,364,1,1,1
141,14,378,1,63,
141,14,400,1,72,
141,14,453,1,31,
142,14,17,1,1,4
142,14,36,1,41,
142,14,44,1,1,6
142,14,46,1,9,
142,14,48,1,1,5
142,14,63,1,65,
142,14,97,1,17,
142,14,157,1,73,
142,14,184,1,1,7
142,14,242,1,33,
142,14,246,1,25,
142,14,416,1,81,
142,14,422,1,1,3
142,14,423,1,1,1
142,14,424,1,1,2
142,14,442,1,57,
142,14,507,1,49,
143,14,33,1,1,
143,14,34,1,36,
143,14,111,1,4,
143,14,122,1,12,
143,14,133,1,9,
143,14,156,1,28,1
143,14,173,1,28,2
143,14,187,1,17,
143,14,205,1,44,
143,14,214,1,33,
143,14,242,1,49,
143,14,281,1,20,
143,14,335,1,41,
143,14,416,1,57,
143,14,484,1,52,
143,14,498,1,25,
144,14,16,1,1,1
144,14,54,1,8,
144,14,58,1,43,
144,14,59,1,71,
144,14,97,1,36,
144,14,115,1,50,
144,14,170,1,22,
144,14,181,1,1,2
144,14,246,1,29,
144,14,258,1,85,
144,14,329,1,78,
144,14,355,1,57,
144,14,366,1,64,
144,14,420,1,15,
144,14,542,1,92,
145,14,64,1,1,1
145,14,65,1,71,
145,14,84,1,1,2
145,14,86,1,8,
145,14,87,1,78,
145,14,97,1,43,
145,14,113,1,64,
145,14,192,1,92,
145,14,197,1,15,
145,14,240,1,85,
145,14,246,1,29,
145,14,268,1,36,
145,14,355,1,57,
145,14,365,1,22,
145,14,435,1,50,
146,14,17,1,1,1
146,14,52,1,1,2
146,14,53,1,36,
146,14,76,1,71,
146,14,83,1,8,
146,14,97,1,15,
146,14,143,1,78,
146,14,203,1,22,
146,14,219,1,43,
146,14,241,1,85,
146,14,246,1,29,
146,14,257,1,64,
146,14,355,1,57,
146,14,403,1,50,
146,14,542,1,92,
147,14,21,1,21,
147,14,35,1,1,1
147,14,43,1,1,2
147,14,63,1,61,
147,14,82,1,15,
147,14,86,1,5,
147,14,97,1,25,
147,14,200,1,55,
147,14,219,1,45,
147,14,239,1,11,
147,14,349,1,51,
147,14,401,1,35,
147,14,407,1,41,
147,14,525,1,31,
148,14,21,1,21,
148,14,35,1,1,1
148,14,43,1,1,2
148,14,63,1,75,
148,14,82,1,15,
148,14,86,1,1,3
148,14,86,1,5,
148,14,97,1,25,
148,14,200,1,67,
148,14,219,1,53,
148,14,239,1,1,4
148,14,239,1,11,
148,14,349,1,61,
148,14,401,1,39,
148,14,407,1,47,
148,14,525,1,33,
149,14,7,1,1,1
149,14,9,1,1,2
149,14,17,1,55,
149,14,21,1,21,
149,14,35,1,1,4
149,14,43,1,1,5
149,14,63,1,75,
149,14,82,1,15,
149,14,86,1,1,6
149,14,86,1,5,
149,14,97,1,25,
149,14,200,1,67,
149,14,219,1,53,
149,14,239,1,1,7
149,14,239,1,11,
149,14,349,1,61,
149,14,355,1,1,3
149,14,401,1,39,
149,14,407,1,47,
149,14,525,1,33,
149,14,542,1,81,
150,14,50,1,1,2
150,14,54,1,36,
150,14,93,1,1,1
150,14,94,1,64,
150,14,105,1,79,
150,14,112,1,1,3
150,14,129,1,8,
150,14,133,1,50,
150,14,219,1,86,
150,14,244,1,22,
150,14,248,1,15,
150,14,357,1,29,
150,14,382,1,71,
150,14,384,1,57,1
150,14,385,1,57,2
150,14,396,1,93,
150,14,427,1,43,
150,14,540,1,100,
151,14,1,1,1,1
151,14,5,1,10,
151,14,94,1,30,
151,14,112,1,40,
151,14,118,1,20,
151,14,133,1,60,
151,14,144,1,1,3
151,14,226,1,80,
151,14,246,1,50,
151,14,382,1,70,
151,14,396,1,100,
151,14,417,1,90,
151,14,513,1,1,2
152,14,33,1,1,1
152,14,34,1,34,
152,14,45,1,1,2
152,14,75,1,6,
152,14,76,1,45,
152,14,77,1,9,
152,14,113,1,31,
152,14,115,1,17,
152,14,219,1,39,
152,14,230,1,28,
152,14,235,1,12,
152,14,312,1,42,
152,14,345,1,20,
152,14,363,1,23,
153,14,33,1,1,1
153,14,34,1,40,
153,14,45,1,1,2
153,14,75,1,1,3
153,14,75,1,6,
153,14,76,1,54,
153,14,77,1,1,4
153,14,77,1,9,
153,14,113,1,36,
153,14,115,1,18,
153,14,219,1,46,
153,14,230,1,32,
153,14,235,1,12,
153,14,312,1,50,
153,14,345,1,22,
153,14,363,1,26,
154,14,33,1,1,1
154,14,34,1,46,
154,14,45,1,1,2
154,14,75,1,1,3
154,14,75,1,6,
154,14,76,1,66,
154,14,77,1,1,4
154,14,77,1,9,
154,14,80,1,32,
154,14,113,1,40,
154,14,115,1,18,
154,14,219,1,54,
154,14,230,1,34,
154,14,235,1,12,
154,14,312,1,60,
154,14,345,1,22,
154,14,363,1,26,
155,14,33,1,1,1
155,14,38,1,55,
155,14,43,1,1,2
155,14,52,1,10,
155,14,53,1,40,
155,14,98,1,13,
155,14,108,1,6,
155,14,111,1,22,
155,14,129,1,31,
155,14,172,1,19,
155,14,205,1,49,
155,14,284,1,58,
155,14,436,1,37,
155,14,488,1,28,
155,14,517,1,46,
156,14,33,1,1,1
156,14,38,1,64,
156,14,43,1,1,2
156,14,52,1,10,
156,14,53,1,46,
156,14,98,1,13,
156,14,108,1,1,3
156,14,108,1,6,
156,14,111,1,24,
156,14,129,1,31,
156,14,172,1,20,
156,14,205,1,57,
156,14,284,1,68,
156,14,436,1,42,
156,14,488,1,35,
156,14,517,1,53,
157,14,33,1,1,2
157,14,38,1,69,
157,14,43,1,1,3
157,14,52,1,1,5
157,14,52,1,10,
157,14,53,1,48,
157,14,98,1,13,
157,14,108,1,1,4
157,14,108,1,6,
157,14,111,1,24,
157,14,129,1,31,
157,14,172,1,20,
157,14,205,1,61,
157,14,284,1,74,
157,14,360,1,1,1
157,14,436,1,43,
157,14,488,1,35,
157,14,517,1,56,
158,14,37,1,41,
158,14,43,1,1,2
158,14,44,1,13,
158,14,55,1,6,
158,14,56,1,50,
158,14,99,1,8,
158,14,103,1,36,
158,14,163,1,34,
158,14,175,1,22,
158,14,184,1,15,
158,14,242,1,27,
158,14,276,1,48,
158,14,401,1,43,
158,14,423,1,20,
158,14,498,1,29,
159,14,37,1,48,
159,14,43,1,1,2
159,14,44,1,13,
159,14,55,1,1,3
159,14,55,1,6,
159,14,56,1,60,
159,14,99,1,8,
159,14,103,1,42,
159,14,163,1,39,
159,14,175,1,24,
159,14,184,1,15,
159,14,242,1,30,
159,14,276,1,57,
159,14,401,1,51,
159,14,423,1,21,
159,14,498,1,33,
160,14,37,1,58,
160,14,43,1,1,2
160,14,44,1,13,
160,14,55,1,1,3
160,14,55,1,6,
160,14,56,1,76,
160,14,97,1,30,
160,14,99,1,1,4
160,14,99,1,8,
160,14,103,1,50,
160,14,163,1,45,
160,14,175,1,24,
160,14,184,1,15,
160,14,242,1,32,
160,14,276,1,71,
160,14,401,1,63,
160,14,423,1,21,
160,14,498,1,37,
161,14,21,1,25,
161,14,98,1,7,
161,14,111,1,4,
161,14,133,1,36,
161,14,154,1,13,
161,14,156,1,28,
161,14,193,1,1,2
161,14,226,1,39,
161,14,266,1,19,
161,14,270,1,16,
161,14,304,1,47,
161,14,382,1,42,
161,14,389,1,31,
162,14,21,1,28,
162,14,98,1,1,4
162,14,98,1,7,
162,14,111,1,1,3
162,14,111,1,4,
162,14,133,1,42,
162,14,154,1,13,
162,14,156,1,32,
162,14,193,1,1,2
162,14,226,1,46,
162,14,266,1,21,
162,14,270,1,17,
162,14,304,1,56,
162,14,382,1,50,
162,14,389,1,36,
163,14,33,1,1,1
163,14,36,1,29,
163,14,45,1,1,2
163,14,64,1,9,
163,14,93,1,21,
163,14,95,1,5,
163,14,115,1,17,
163,14,138,1,57,
163,14,193,1,1,3
163,14,253,1,13,
163,14,326,1,45,
163,14,355,1,53,
163,14,375,1,49,
163,14,403,1,33,
163,14,428,1,37,
163,14,485,1,41,
163,14,497,1,25,
164,14,33,1,1,2
164,14,36,1,32,
164,14,45,1,1,3
164,14,64,1,9,
164,14,93,1,22,
164,14,95,1,1,5
164,14,95,1,5,
164,14,115,1,17,
164,14,138,1,67,
164,14,143,1,1,1
164,14,193,1,1,4
164,14,253,1,13,
164,14,326,1,52,
164,14,355,1,62,
164,14,375,1,57,
164,14,403,1,37,
164,14,428,1,42,
164,14,485,1,47,
164,14,497,1,27,
165,14,4,1,9,
165,14,33,1,1,
165,14,38,1,38,
165,14,48,1,6,
165,14,97,1,30,
165,14,113,1,14,1
165,14,115,1,14,2
165,14,129,1,33,
165,14,183,1,17,
165,14,219,1,14,3
165,14,226,1,22,
165,14,318,1,25,
165,14,405,1,41,
166,14,4,1,1,3
166,14,4,1,9,
166,14,33,1,1,1
166,14,38,1,48,
166,14,48,1,1,2
166,14,48,1,6,
166,14,97,1,36,
166,14,113,1,14,1
166,14,115,1,14,2
166,14,129,1,41,
166,14,183,1,17,
166,14,219,1,14,3
166,14,226,1,24,
166,14,318,1,29,
166,14,405,1,53,
167,14,40,1,1,1
167,14,42,1,36,
167,14,81,1,1,2
167,14,94,1,40,
167,14,97,1,33,
167,14,101,1,15,
167,14,132,1,8,
167,14,141,1,12,
167,14,154,1,22,
167,14,169,1,29,
167,14,184,1,5,
167,14,389,1,26,
167,14,398,1,43,
167,14,425,1,19,
167,14,440,1,47,
168,14,40,1,1,2
168,14,42,1,41,
168,14,81,1,1,3
168,14,94,1,46,
168,14,97,1,37,
168,14,101,1,15,
168,14,132,1,1,5
168,14,132,1,8,
168,14,141,1,12,
168,14,154,1,23,
168,14,169,1,32,
168,14,184,1,1,4
168,14,184,1,5,
168,14,389,1,28,
168,14,398,1,50,
168,14,425,1,19,
168,14,440,1,55,
168,14,450,1,1,1
169,14,17,1,15,
169,14,44,1,12,
169,14,48,1,1,4
169,14,48,1,4,
169,14,103,1,1,2
169,14,109,1,19,
169,14,114,1,47,
169,14,129,1,24,
169,14,141,1,1,3
169,14,212,1,38,
169,14,305,1,42,
169,14,310,1,1,5
169,14,310,1,8,
169,14,314,1,28,
169,14,403,1,52,
169,14,440,1,1,1
169,14,512,1,33,
170,14,36,1,23,
170,14,48,1,1,1
170,14,55,1,17,
170,14,56,1,45,
170,14,61,1,31,
170,14,86,1,6,
170,14,109,1,12,
170,14,145,1,1,2
170,14,175,1,9,
170,14,209,1,20,
170,14,268,1,50,
170,14,324,1,34,
170,14,392,1,42,
170,14,435,1,39,
170,14,486,1,28,
171,14,36,1,23,
171,14,48,1,1,2
171,14,55,1,12,
171,14,56,1,57,
171,14,61,1,35,
171,14,86,1,1,3
171,14,86,1,6,
171,14,109,1,17,
171,14,145,1,1,1
171,14,175,1,9,
171,14,209,1,20,
171,14,254,1,27,1
171,14,255,1,27,3
171,14,256,1,27,2
171,14,268,1,64,
171,14,324,1,40,
171,14,392,1,52,
171,14,435,1,47,
171,14,486,1,30,
172,14,39,1,5,
172,14,84,1,1,1
172,14,86,1,10,
172,14,186,1,13,
172,14,204,1,1,2
172,14,417,1,18,
173,14,1,1,1,1
173,14,47,1,7,
173,14,186,1,10,
173,14,204,1,1,2
173,14,227,1,4,
